certification_number,official_status,source,last_checked,notes
1401036913-066,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036913-067,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036913-068,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036913-069,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036913-070,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036913-071,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036913-072,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036913-073,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036913-074,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036913-075,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036913-076,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036913-077,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036913-078,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036913-079,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036913-080,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036913-081,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036913-082,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036918-001,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036918-002,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036918-003,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036918-004,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036918-005,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036918-006,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036918-007,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036918-008,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036918-009,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036918-012,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036918-013,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036918-014,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036918-015,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036918-016,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036918-017,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036918-018,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036918-019,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036918-020,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036918-021,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036918-022,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036918-023,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036918-024,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036918-025,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036918-026,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036918-027,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036918-028,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036918-029,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036918-030,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036918-031,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036918-032,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036918-033,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036918-034,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036918-035,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036918-036,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036918-037,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036918-038,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036918-039,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036918-040,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036918-041,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036918-042,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036918-043,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036918-044,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036918-045,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036918-046,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036918-047,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036918-048,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036918-049,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036918-050,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036918-051,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036918-052,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036918-053,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036918-054,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036918-055,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036918-056,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036918-057,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036918-058,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401036918-059,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401038209-001,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401038209-002,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401038209-003,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401039213-001,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401039213-002,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401039213-003,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401039213-004,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401039446-001,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401039446-002,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401039446-003,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401039446-004,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401039446-005,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401039446-006,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401039446-007,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401039446-008,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401039446-009,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401039446-010,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401039446-011,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401039446-012,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401039446-013,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401039446-014,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401039446-015,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401039446-016,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401039446-017,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401039446-018,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401039446-019,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401039446-020,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401039446-021,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401039446-022,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401039446-023,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401039446-024,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401039446-025,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401039446-026,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401039446-027,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401039446-028,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401039446-029,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401039446-030,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401039446-031,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401039446-032,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401039446-033,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401039446-034,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401039446-035,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401039446-036,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401039446-037,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401039446-038,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401039446-039,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401039446-040,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401041790-001,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401041790-002,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401041790-003,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401041790-004,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401041790-005,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401041790-006,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401041790-007,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401041790-008,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401041790-009,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401041790-010,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401041790-011,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401041790-012,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401041790-013,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401041790-014,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401041790-015,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401041790-016,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401041790-017,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401041790-018,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401041790-019,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401041790-020,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401041790-021,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401041790-022,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401041790-023,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401041790-024,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401041790-025,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401041790-026,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401041790-027,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401041790-028,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401041790-029,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401041790-030,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401041790-031,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401041790-032,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401041790-033,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042269-001,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042269-002,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042269-003,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042269-004,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042269-005,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042269-006,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042270-001,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042270-002,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042270-003,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042270-004,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042270-005,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042270-006,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042270-007,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042270-008,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042270-009,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042270-010,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042270-011,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042270-012,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042270-013,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042270-014,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042270-015,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042270-016,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042270-017,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042270-018,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042270-019,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042270-020,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042270-021,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042270-022,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
1401042270-023,Eligible for CGC holder review; investigation pending,https://www.cgccards.com/news/article/13730/,2026-08-16,The official notice publishes no item-level outcome or Not Genuine determination.
